"model","S","N","lambda","alpha","iter","N_mean","N_sd","N_2.5","N_50","N_97.5","N_Rhat","N_n.eff","a_mean","a_sd","a_2.5","a_50","a_97.5","a_Rhat","a_n.eff","nbErrTot_mean","nbErrTot_sd","nbErrTot_2.5","nbErrTot_50","nbErrTot_97.5","nbErrTot_Rhat","nbErrTot_n.eff"
"Yoshi",9,500,0.11,0.9,7,340.012786463832,89.7705802791195,216.296262550032,324.258089441729,555.032484048285,1.01,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,8,392.435234161294,87.8729805481204,265.501805274724,378.724194351424,600.966669372136,1.01,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,9,269.559754996748,53.0073121779328,192.221439555589,261.152421212064,395.147128950269,1.01,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,10,373.072653585915,83.2426388939043,249.976010995981,360.056375435068,573.588044973745,1,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,1,490.925626706942,107.009681776095,335.291152705452,475.036334419489,741.739977411883,1.01,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,2,463.852003949276,124.270643250934,290.812328536916,441.461115199926,771.95625305189,1.01,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,3,396.448851754736,75.4457004066192,280.128887301207,385.1046824095,574.250932823095,1,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,4,476.407456063726,119.967649290389,302.282931100592,456.190296945249,771.483626216018,1.02,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,5,502.306445763919,105.004786320677,346.041171558225,486.368497889717,750.449121584227,1,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,6,363.879557548884,76.2811706475262,251.468505094885,351.683897865548,547.493562013294,1,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,7,349.244506407893,84.1514039260398,228.742732998768,334.683092816444,555.915192590514,1.01,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,8,421.643727627142,90.681833573752,284.803734857327,409.268589788304,638.609360610068,1.01,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,9,260.146369613579,45.1712455006038,190.32330392414,253.707373229144,366.146935242907,1,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.95,10,403.210219843376,90.2033515425729,270.346511973314,387.985478443779,613.897166898433,1,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,1,518.808799156012,43.8640255641524,443.672995136057,515.329557741315,613.840198649534,1,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,2,486.280044632035,45.4845232880163,409.303844109779,482.042741570124,587.534889515286,1,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,3,424.398779325606,30.7953959390974,371.73552992257,421.707378549926,492.934322464092,1,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,4,468.738353463379,41.4452657406981,397.778419197866,465.380420648,557.672238395139,1.01,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,5,458.245820818857,39.522025109701,391.337466506024,454.580999705928,544.978737469245,1,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,6,482.558856467529,43.1884707663778,410.012655093868,477.822346427601,579.807385948931,1,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,7,465.734320526461,39.2281939017798,398.599216546063,462.468912758669,551.051939272527,1,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,8,542.26135416251,53.7475690276765,453.378664346489,536.06722302649,661.754745870242,1,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,9,480.835586302668,46.8085617830887,403.918403340881,476.288795420295,584.810245162252,1.01,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.8,10,506.29293553516,39.3180272917647,438.74594739987,503.084873655566,592.484226708461,1,1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,1,533.079633318538,38.52212886646,466.244068350764,529.698520293166,616.30884920025,1.01,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,2,460.731959798183,33.2664202095976,403.289282937549,457.684794326987,533.049338121019,1,1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,3,424.537236011656,24.2105899991889,382.609414104168,422.426760030964,478.605492341241,1,1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,4,453.554077768822,31.2979234596634,398.365787257951,451.216032612971,522.427606657257,1.01,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,5,477.886684506925,32.1974671593981,419.999217795901,476.049597846753,547.503338662652,1.01,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,6,450.061075679846,31.1745215403374,394.914145111488,447.762001714373,518.067087362824,1,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,7,504.943349241428,35.8908189137157,442.364262737721,502.220443357034,581.988430196161,1.01,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,8,540.87011644051,41.7511095998704,468.130191989924,537.735367355554,632.371425156568,1,1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,9,468.83853278119,33.5568098842447,410.632533811531,466.495143402371,542.827080812034,1,1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.9,10,499.218037125101,31.6545428921682,443.716567351333,496.55352354146,568.015096253615,1,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,1,547.16435936121,35.5801216219742,485.300538702078,544.368112681241,624.027473553288,1,1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,2,480.077548173054,31.7392322086507,424.969243754709,477.532066249769,547.344588690692,1,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,3,436.803155618513,22.8679517890664,396.024070476097,435.270081944059,486.291787483599,1,1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,4,476.937481201635,30.4399730494396,423.800341982576,474.731313558458,543.917483517428,1,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,5,482.182011641875,29.469155833058,430.709948744479,479.963009886159,545.732625540559,1,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,6,431.521959310377,26.1979402429423,385.335222481662,430.001476112468,488.259572046549,1,1619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,7,471.751564638733,29.4636834223766,419.726997600876,470.181875389094,535.190633745027,1,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,8,537.305878558704,38.2163809827205,473.537321337338,533.635850088902,622.068806794697,1,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,9,454.955517849664,28.574396189522,405.132724928958,452.810761722634,516.663462952057,1,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.23,0.95,10,495.989015746534,29.3131597504381,444.999224233763,493.710179000457,560.385134459585,1.01,1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,1,546.461258745286,21.0762063458461,509.812035311102,545.025049028357,591.975735764255,1,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,2,519.18233592802,19.4881630623485,484.670582877895,518.193280005055,560.651463416124,1,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,3,495.808825128331,15.712088757889,467.54090867924,494.852993121927,529.031358035868,1.01,2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,4,549.764884339539,20.4013912088124,513.609354732731,548.6025355442,593.362474399408,1,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,5,525.822186289581,17.3571150581455,494.308512235516,524.893981937889,562.103721685795,1,2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,6,511.44612867031,19.9133245612736,475.825175265256,510.182375615135,553.724657017282,1,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,7,469.426547970773,15.5668231510102,442.013130250337,468.342411752522,503.419580700447,1,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,8,458.277138139714,12.8728221148981,435.367270633801,457.699806303367,485.199506801508,1,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,9,506.797955060552,14.8051949927336,480.492795571182,505.93730016127,537.968360874651,1.01,2182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.8,10,525.522862113214,19.5857319958552,489.411063589016,524.573153427787,566.537684326055,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,1,536.268742521495,15.6738377280352,508.498785668622,535.320727398841,570.176019688612,1,2124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,2,509.748636155946,14.3442037194569,483.71271773571,509.041485366197,540.029644423437,1,2080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,3,492.428165547979,11.2559796482934,472.298095580989,491.657391900445,516.310928676098,1,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,4,529.4301056297,14.5385624217418,503.623290339062,528.509535552357,560.010399471239,1,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,5,526.165233414527,14.3107885414947,500.150619731651,525.561698031744,556.271255450143,1,2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,6,512.268471106647,15.2224583670769,484.357884179625,511.447352721734,544.468376878095,1,2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,7,495.389942240844,13.1833239358008,471.603286187399,494.814470474681,523.212091875357,1,2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,8,471.414521590597,10.5102285062772,452.583670101094,470.843885542282,493.307467231056,1,2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,9,500.172615878277,10.9878133474798,480.541871496399,499.591187331797,523.644465272055,1,2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.9,10,523.007125513572,15.3985998532976,495.619877756245,521.998189973547,555.770093151056,1,2248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,1,542.966649409757,14.6817878928627,516.203266888021,542.311337243282,573.580732680207,1,2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,2,507.413975628318,12.3100442431626,485.327039583719,506.726935227051,533.288542541398,1,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,3,494.824647025605,9.98070873693154,476.908529167132,494.331929892729,515.806824685574,1.01,2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,4,529.941043288557,12.6868623028464,506.787252303608,529.198856045722,556.616856494546,1,2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,5,511.037823559454,11.6081712673146,489.8702166739,510.396265415722,535.401067750986,1,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,6,515.729603452287,13.7098944521811,490.853158504441,515.12574647672,544.67288415083,1,2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,7,506.054402466135,12.4562295636642,483.021442017956,505.495440691394,531.68910674667,1,2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,8,489.948653882396,10.4776482246538,470.892329554343,489.402812038681,511.889692726288,1,2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,9,506.686846698786,10.1059097217159,488.386119497519,506.163646302486,527.94038036722,1,2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.36,0.95,10,513.202349472465,13.168518961606,489.648604296242,512.329750542582,541.194482654687,1,2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,1,515.025076984589,8.48603675671883,499.416031366667,514.620020212836,532.94838597596,1,2373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,2,504.36110198121,7.63201355286244,490.495071561321,503.967905138385,520.548546161435,1,2736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,3,478.961740459013,5.69333430903113,468.67413794161,478.646502001864,491.033291624227,1,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,4,500.840576064391,7.06466798809911,487.995194011122,500.503522393426,515.678307689342,1,2652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,5,490.595064688981,6.69885012533059,478.607282423938,490.244308854768,504.770254167459,1,2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,6,486.741079885124,6.47399930470911,474.936024217857,486.462965991394,500.314032590382,1,2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,7,494.432850441613,6.33365337041195,482.720779187554,494.102968296394,507.723840250825,1,2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,8,506.567762995853,6.87509806272088,493.960591344501,506.284761894971,520.709651102072,1,2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,9,500.89575630844,7.57950510473532,487.061082642728,500.59165030944,516.661776176977,1,2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.8,10,514.541425093568,7.29715064892079,501.076667512472,514.208453263254,529.649306307145,1,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,1,512.259667265993,5.90286195148428,501.542971777626,511.991145396718,524.387903739973,1.01,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,2,501.587067611245,5.24597106730447,492.078543015269,501.318931967294,512.779254783055,1,2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,3,486.346641276548,4.04133262399213,478.860839402116,486.195178534304,494.635146056509,1,3496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,4,504.533773018686,4.68473236875135,495.917950376099,504.302848716292,514.139992847467,1,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,5,491.811943638721,4.69262726249922,483.272185706271,491.6014684247,501.687155297746,1,3094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,6,486.396681857093,4.53195865268456,478.290447331057,486.089345707224,495.926903183495,1,2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,7,487.485793022852,4.25096880242292,479.670928037102,487.309696882025,496.249379068448,1,3091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,8,495.403658673091,4.52635833907223,487.110778497293,495.17095630831,504.872609527195,1,3083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,9,506.272389259151,5.75572758881956,495.776722189997,505.998381582457,518.312087848032,1,2881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.9,10,506.585563924833,4.76257925465718,497.804161480653,506.38071798214,516.656930431143,1,3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,1,516.101302096131,5.17866087389158,506.624717102209,515.819943212621,527.047861638703,1,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,2,503.740898673929,4.42272475828574,495.647214890224,503.532645890707,512.975161359186,1,3051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,3,485.284500678816,3.47466481365626,478.926485715251,485.131623414586,492.53062705221,1,3253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,4,503.13406855228,4.00300046351888,495.864527582303,502.897527864562,511.613053997811,1,3046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,5,493.725653255768,4.00948244829498,486.30202235489,493.591521642464,501.837889141117,1,3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,6,482.201106973482,3.89918856968188,475.068970790101,482.034678471365,490.30266385506,1,2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,7,490.433934375744,3.62749257949046,483.761940348132,490.254681804744,498.095292431119,1,3242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,8,505.002188448695,4.0325266260675,497.576719922378,504.783278658773,513.463403842488,1,3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,9,498.179213699066,4.55122719604277,489.881296191597,497.971500419801,507.712838416513,1.01,2994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.51,0.95,10,505.125895643768,3.97619735333111,497.896514817337,504.972958440891,513.309729385769,1,3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,1,814.2054,114.320788017616,614.975,807,1056,1,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,2,821.7612,121.628201275556,622,809,1083.025,1,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,3,808.20625,127.870654006873,593,798,1093,1,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,4,676.3676,103.679743174341,503,665,907,1,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,5,904.0881,142.791759260525,673,888,1254,1.05,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,6,1156.96945,258.517092415668,781,1116,1799.025,1.02,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,7,753.37805,105.797558026458,571,743,993,1,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,8,842.0317,126.057026039014,633,830,1133.025,1.01,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,9,722.61955,100.716908225867,556,711,955,1.01,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.8,10,1230.4737,245.796469672644,835.975,1208,1750,1.05,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,1,651.8315,81.5165777947821,510,646,828.024999999998,1,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,2,634.9998,80.8444481161172,501,627,816,1,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,3,717.4567,108.626804308332,537,708,968.024999999998,1,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,4,615.2019,91.5772300074794,465,604,819,1.01,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,5,795.8966,115.925882567063,605,784,1071,1.02,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,6,835.5893,157.320409391377,601,811,1209,1.02,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,7,593.24135,73.8551002231325,466,587,757,1,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,8,679.8531,87.6836606307417,531,673,876,1,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,9,562.4291,66.999271028168,448.975,557,712,1,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.9,10,960.2377,174.249081592506,681,940,1352.025,1.08,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,1,610.48535,74.3744173965461,482,605,767,1,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,2,578.60965,67.3653203154009,464,573,728,1,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,3,652.6595,94.4778712882448,498,643,866,1,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,4,577.3274,81.2460703999755,440,569,756,1,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,5,650.1687,82.9052929835619,508,644,833,1,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,6,752.64545,130.22710777437,549,735,1070,1.01,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,7,537.5596,63.5504782122373,429,532,678,1,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,8,584.5887,68.2306001955878,468,579,734,1,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,9,545.29175,63.9387444362923,438,539,688,1,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.11,0.95,10,741.4963,119.908917073459,551,728,1027,1.04,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,1,876.88495,62.6236137519025,765,874,1007,1,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,2,814.8884,53.6319351195091,718,812,927,1,1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,3,882.70265,65.777653256717,764,878,1021,1,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,4,833.39245,54.08602405333,736,831,946,1,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,5,768.38475,47.6297968430988,683,766,867,1,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
